lead_origin,lead_source,do_not_email,do_not_call,total_visits,total_time_on_website,page_views_per_visit,last_activity,country,specialization,occupation,course_selection_priority,search,magazine,newspaper_article,x_education_forums,newspaper,digital_advertisement,through_recommendations,receive_course_updates,tags,lead_quality,supply_chain_updates,dm_content_updates,lead_profile,city,asym_activity_index,asym_profile_index,asym_activity_score,asym_profile_score,agreed_to_pay_cheque,free_interview_guide,last_notable_activity,lead_source_was_missing,total_visits_was_missing,specialization_was_missing,occupation_was_missing,city_was_missing,heard_about_source_was_missing,asym_data_missing,conversion_probability,rank,priority_tier,true_label
Landing Page Submission,Direct Traffic,0,0,4,334,2.0,Email Opened,India,Finance Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Thane & Outskirts,3,3,16.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.2722018071361405,1020,Cold,0
API,Olark Chat,0,0,1,1858,1.0,SMS Sent,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,14.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.27214296790349174,1021,Cold,0
Landing Page Submission,Google,0,0,5,240,5.0,Email Opened,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.26995763213635265,1022,Cold,0
Landing Page Submission,Organic Search,0,0,4,246,4.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Metro Cities,2,2,14.0,16.0,0,1,Modified,0,0,0,0,0,1,0,0.2694403450815049,1023,Cold,0
Landing Page Submission,Google,0,0,5,171,2.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.2693498638130295,1024,Cold,1
API,Google,0,0,3,248,3.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.26810075348257967,1025,Cold,0
Landing Page Submission,Organic Search,0,0,5,83,5.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,Not Sure,0,0,Select,Other Cities of Maharashtra,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.26787398133205986,1026,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,326,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,2,2,14.0,16.0,0,1,Modified,0,0,0,0,0,1,0,0.2677424713827739,1027,Cold,0
Landing Page Submission,Google,0,0,5,273,5.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2675701679887827,1028,Cold,1
Landing Page Submission,Pay per Click Ads,0,0,3,125,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,2,3,14.0,17.0,0,0,Email Opened,0,0,0,0,0,0,0,0.2668173788484083,1029,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,440,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Low in Relevance,0,0,Student of SomeSchool,Other Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2667895919294016,1030,Cold,0
API,Google,0,0,2,10,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.26667319005975065,1031,Cold,0
Landing Page Submission,Organic Search,0,0,6,68,6.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,Other Cities of Maharashtra,2,3,14.0,17.0,0,1,Email Opened,0,0,0,0,0,1,0,0.26645064520350814,1032,Cold,0
Landing Page Submission,Direct Traffic,0,0,8,178,4.0,Email Opened,India,"Banking, Investment And Insurance",Student,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.26640795450842775,1033,Cold,1
Landing Page Submission,Direct Traffic,0,0,5,38,2.5,Email Opened,India,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,in touch with EINS,Not Sure,0,0,Other Leads,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.26640685728309954,1034,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,308,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.26616031008787655,1035,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,88,6.0,Converted to Lead,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.26506918949794955,1036,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,250,3.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Select,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,0,0,1,0,0.2650362200529961,1037,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,498,2.0,Email Opened,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2643147725588595,1038,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,465,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.26397730191099567,1039,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,307,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.26293546498902354,1040,Cold,0
API,Olark Chat,0,0,3,226,1.5,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,2,14.0,16.0,0,1,Email Opened,0,0,0,0,0,1,0,0.26236386234496223,1041,Cold,0
Landing Page Submission,Google,0,0,4,416,4.0,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,Mumbai,2,3,14.0,17.0,0,0,Modified,0,0,0,0,0,0,0,0.26183806900095674,1042,Cold,0
Landing Page Submission,Organic Search,0,0,3,291,3.0,Page Visited on Website,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Not Sure,0,0,Other Leads,Other Metro Cities,2,2,15.0,14.0,0,1,Modified,0,0,0,0,0,1,0,0.2616000996558504,1043,Cold,0
Landing Page Submission,Google,1,0,3,1158,3.0,Email Bounced,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Potential Lead,Thane & Outskirts,1,3,12.0,17.0,0,0,Modified,0,0,0,0,0,0,0,0.26143323995367024,1044,Cold,0
Landing Page Submission,Google,0,0,6,14,3.0,Page Visited on Website,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.2611348978373674,1045,Cold,0
API,Organic Search,0,0,5,277,2.5,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.26026414851383234,1046,Cold,1
Landing Page Submission,Direct Traffic,0,0,2,497,2.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2600865926925124,1047,Cold,0
API,Olark Chat,0,0,1,1471,1.0,Page Visited on Website,,,,,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0,Page Visited on Website,0,0,1,1,1,1,1,0.25936420922744274,1048,Cold,0
Landing Page Submission,Organic Search,0,0,3,151,3.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,,0,0,Select,,,,,,0,0,Email Opened,0,0,0,0,1,1,1,0.25900570219703867,1049,Cold,0
API,Google,0,0,2,12,2.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Potential Lead,,2,2,14.0,16.0,0,0,Email Opened,0,0,1,0,1,1,0,0.2585399063167508,1050,Cold,0
Landing Page Submission,Google,0,0,5,87,5.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.2578745191310832,1051,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,223,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,Not Sure,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,0,1,0.25733013401743704,1052,Cold,1
Landing Page Submission,Direct Traffic,0,0,2,40,2.0,SMS Sent,United Arab Emirates,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,Not Sure,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,1,1,0.256058722651484,1053,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,248,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Not doing further education,Worst,0,0,Other Leads,Other Cities,,,,,0,1,Modified,0,0,0,0,0,1,1,0.2560552321282229,1054,Cold,0
Landing Page Submission,Google,0,0,4,173,4.0,Olark Chat Conversation,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Not Sure,0,0,Select,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.25573673420656134,1055,Cold,0
Landing Page Submission,Google,0,0,4,222,4.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.25561726161436515,1056,Cold,1
Landing Page Submission,Direct Traffic,0,0,3,89,3.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Other Metro Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.25524242254637364,1057,Cold,1
Landing Page Submission,Google,0,0,2,305,2.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Worst,0,0,Other Leads,Mumbai,2,3,14.0,18.0,0,0,Modified,0,0,0,0,0,0,0,0.25495050971232924,1058,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,184,6.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Might be,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2534525744713712,1059,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,228,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Other Cities of Maharashtra,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2530105058775893,1060,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,94,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,1,0,0,0,0,0,1,0,Ringing,Not Sure,0,0,Select,Other Metro Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2529852708353076,1061,Cold,0
Landing Page Submission,Google,0,0,6,239,6.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.251891939847152,1062,Cold,0
API,Google,0,0,2,247,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.2516385818781795,1063,Cold,0
Landing Page Submission,Direct Traffic,0,0,6,52,2.0,Email Opened,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.25160794554689236,1064,Cold,0
Landing Page Submission,Organic Search,0,0,5,37,5.0,Page Visited on Website,India,Retail Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,,0,0,Select,,,,,,0,0,Modified,0,0,0,0,1,1,1,0.251546435207297,1065,Cold,0
Landing Page Submission,Google,0,0,2,208,2.0,SMS Sent,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,wrong number given,Not Sure,0,0,Select,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.25128417710584217,1066,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,128,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.2511388319180572,1067,Cold,0
API,Google,0,0,3,279,3.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,,,,,,0,0,Email Opened,0,0,1,0,1,1,1,0.25056306156105074,1068,Cold,0
API,Olark Chat,0,0,0,0,0.0,Email Opened,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Email Opened,0,0,1,1,1,1,0,0.24996623176426933,1069,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.24996623176426933,1070,Cold,1
API,Olark Chat,0,0,0,0,0.0,Email Link Clicked,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Email Link Clicked,0,0,1,1,1,1,0,0.24996623176426933,1071,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.24996623176426933,1072,Cold,0
API,Olark Chat,0,0,0,0,0.0,Olark Chat Conversation,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.24996623176426933,1073,Cold,0
API,Olark Chat,0,0,0,0,0.0,SMS Sent,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.24996623176426933,1074,Cold,1
API,Olark Chat,0,0,0,0,0.0,Email Link Clicked,,,,,0,0,0,0,0,0,0,0,,,0,0,,,2,2,15.0,15.0,0,0,Modified,0,0,1,1,1,1,0,0.24996623176426933,1075,Cold,0
Landing Page Submission,Google,0,0,2,315,2.0,Converted to Lead,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.24965281654206634,1076,Cold,0
API,Google,0,0,2,161,2.0,Unsubscribed,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Other Leads,,,,,,0,0,Modified,0,0,1,0,1,1,1,0.24916511026218477,1077,Cold,0
Landing Page Submission,Google,0,0,5,44,2.5,Email Opened,Australia,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.24894969076469595,1078,Cold,0
API,Organic Search,0,0,4,16,4.0,Email Link Clicked,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,Email Link Clicked,0,0,1,0,1,1,1,0.24868162822437084,1079,Cold,0
Landing Page Submission,Google,0,0,4,74,4.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Thane & Outskirts,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.24847962795644346,1080,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,392,5.0,Email Opened,India,E-Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,14.0,18.0,0,1,Email Opened,0,0,0,0,0,1,0,0.24810103388547392,1081,Cold,0
Landing Page Submission,Organic Search,0,0,7,585,7.0,SMS Sent,India,Travel and Tourism,,,0,0,0,0,0,0,0,0,,,0,0,,Mumbai,2,2,13.0,16.0,0,1,Modified,0,0,0,1,0,1,0,0.24769544379471364,1082,Cold,0
Landing Page Submission,Organic Search,0,0,6,36,3.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,High in Relevance,0,0,Potential Lead,Other Metro Cities,2,3,14.0,18.0,0,1,SMS Sent,0,0,0,0,0,0,0,0.24702926700980404,1083,Cold,1
Landing Page Submission,Direct Traffic,0,0,6,168,6.0,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.24686420721697935,1084,Cold,0
API,Organic Search,1,0,3,718,3.0,Email Bounced,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,,0,0,Select,,2,2,15.0,15.0,0,0,Modified,0,0,1,0,1,1,0,0.24684046945312374,1085,Cold,0
Landing Page Submission,Google,0,0,5,153,2.5,Page Visited on Website,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,,0,0,Select,Mumbai,,,,,0,1,Page Visited on Website,0,0,0,0,0,1,1,0.24544180501001087,1086,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,62,3.0,Email Opened,India,Healthcare Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Metro Cities,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.24483391036832644,1087,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,101,4.0,SMS Sent,Qatar,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Other Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.2447895197649298,1088,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,138,5.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,Worst,0,0,Other Leads,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.24466417526399378,1089,Cold,0
Landing Page Submission,Google,0,0,3,201,3.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested  in full time MBA,Worst,0,0,Student of SomeSchool,Mumbai,,,,,0,0,Modified,0,0,0,0,0,0,1,0.24457903298666755,1090,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,308,2.0,Email Link Clicked,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Might be,0,0,Select,Tier II Cities,2,3,14.0,17.0,0,1,Modified,0,0,0,0,0,1,0,0.24427038656321898,1091,Cold,0
Landing Page Submission,Organic Search,0,0,6,160,6.0,Email Opened,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.24326761059831067,1092,Cold,0
Landing Page Submission,Organic Search,0,0,2,61,2.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,,0,0,Select,Other Cities of Maharashtra,,,,,0,1,Modified,0,0,0,0,0,1,1,0.24305461706089082,1093,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,339,5.0,SMS Sent,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Cities,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.24279058253052077,1094,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,295,2.0,Email Link Clicked,Tanzania,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Other Metro Cities,,,,,0,1,Email Link Clicked,0,0,0,0,0,1,1,0.24262017624764237,1095,Cold,0
API,Organic Search,0,0,2,253,2.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.2422337317859226,1096,Cold,1
Landing Page Submission,Direct Traffic,0,0,4,116,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Potential Lead,,,,,,0,0,SMS Sent,0,0,0,0,1,1,1,0.241984650054063,1097,Cold,1
API,Organic Search,0,0,5,168,2.5,Email Opened,United Arab Emirates,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,,,,,0,0,Email Opened,0,0,1,0,1,1,1,0.24140481839300082,1098,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,329,2.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Select,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.24102722488213355,1099,Cold,0
Landing Page Submission,Google,0,0,5,442,1.67,Email Opened,India,Operations Management,,,0,0,0,0,0,0,0,0,,,0,0,,Thane & Outskirts,2,3,15.0,17.0,0,0,Email Opened,0,0,0,1,0,0,0,0.2407083929038111,1100,Cold,0
Landing Page Submission,Direct Traffic,0,0,2,260,2.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Mumbai,,,,,0,1,Email Opened,0,0,0,0,0,1,1,0.24055705969125768,1101,Cold,0
Landing Page Submission,Google,0,0,6,49,2.0,Email Opened,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,Mumbai,2,3,14.0,18.0,0,1,Modified,0,0,0,0,0,0,0,0.24016877576825577,1102,Cold,0
Landing Page Submission,Organic Search,0,0,3,164,3.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Might be,0,0,Select,Other Cities,,,,,0,1,Modified,0,0,0,0,0,1,1,0.23983081157424765,1103,Cold,0
Landing Page Submission,Direct Traffic,0,0,3,219,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Might be,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.23956506613867332,1104,Cold,0
API,Google,0,0,2,726,2.0,Email Opened,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,,0,0,Select,,2,2,13.0,15.0,0,0,Email Opened,0,0,1,0,1,1,0,0.23873119534417367,1105,Cold,0
Landing Page Submission,Google,0,0,2,225,2.0,SMS Sent,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,Not Sure,0,0,Select,Mumbai,,,,,0,0,SMS Sent,0,0,0,0,0,0,1,0.23856543265543653,1106,Cold,0
Landing Page Submission,Organic Search,0,0,6,363,6.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,invalid number,Low in Relevance,0,0,Select,Mumbai,,,,,0,1,Modified,0,0,0,0,0,1,1,0.23811111131920776,1107,Cold,0
API,Google,0,0,4,343,4.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,Low in Relevance,0,0,Potential Lead,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,0,1,0.23786874476471673,1108,Cold,1
API,Organic Search,0,0,4,313,4.0,SMS Sent,India,,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,,,,,,0,0,SMS Sent,0,0,1,0,1,1,1,0.23741634449789173,1109,Cold,0
Landing Page Submission,Direct Traffic,0,0,5,369,5.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,Worst,0,0,Student of SomeSchool,Mumbai,,,,,0,0,Email Opened,0,0,0,0,0,1,1,0.2373769599259527,1110,Cold,0
Landing Page Submission,Direct Traffic,0,0,4,86,4.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,,,0,0,Select,Mumbai,,,,,0,1,SMS Sent,0,0,0,0,0,1,1,0.23718283462424164,1111,Cold,1
